NU_INSCRICAO,NU_NOTA_MT
24550edb10f283ef4e953fd6a8fedbfa211bd456,419.8806046442241
1e61a474acdc043eb39a89c17fab34bd2ea1a940,442.484486087083
940af68ded6af2875708611051aa7ff3f134d80b,480.4602269677169
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,464.5139683492956
c76ddf6e9f80984e901b12f9462a3cf029bea290,697.6461638836741
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,462.7976788661617
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,483.53686336578846
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,489.5720521643531
92823d467a2ced9529801e0e8a94802dd88f0c17,429.8408034839283
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,510.4364635390038
413cbb38b2e2522f8167ffb9daeac1347b281393,469.3017778813448
68985fad004092956a4b4ce94dd53dc76d07eaf7,445.5664557289072
bdca9aeb19521675af15f2c28d86f6bebc45a834,461.80141748670707
b65b19d42b7a4b644fe9f99366dcb37b120862d9,458.6733165369221
eda898aa8ec465cbac70de72ead0c6d688e5f95a,446.15988494038277
5357b6c09be4c7f3829b72f80de846a9228253cb,432.3801940462013
8d5c4481d736f6ce27976e400f4245bf10757608,437.0999196745378
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,474.6474031538457
089613ac7dca24109f84c72a97c83b2768b1df1c,433.16399917726403
527773409bf373301dbd835e59a263c035c043b8,443.0728191381206
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,447.39563805831614
c4cea54435c0fd0e171eed4c215479bb3ca86113,447.31185007499755
7d5cd89c6112b9a202a025a24355135bc60848c6,488.1687232848104
b70ab62384aa80545928a311f5b5d3db2f4d87ee,499.79938172982355
c96431dd924f366d2229a7f1455388b8cd85be49,491.1022334659916
1b72da5bb82cc150ecfe71218c02f155d694230b,440.6463479931196
e429507efe1c2680cc464481850117d17083cd88,456.43151824912064
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,481.48173965717245
e724482370ae6126008ade80b564ad8d8a0a7cbd,408.1432878370277
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,479.23712840634494
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,448.7883036387379
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,512.5105521125782
7f898f8939ae054359f83ee154bb91bc7dd2c959,431.22713417939366
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,460.95595470249856
82e3b12c6366008fabc238f299f117074e78de5d,438.4904421275537
0d838be0e718ceb786cdb10fcc12559e00440240,529.5790844620637
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,433.57871435873125
5a9d89465845ac2d81366275cbb1a81d627efd36,458.9892554931548
c83fe640ba466ba904ac1055e53a875289888797,476.1661589520229
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.22356100175944
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,447.79665588718785
328639a0c753715c30a58bae70c82f2101153eb3,474.22590732858527
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,472.97752599607736
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,470.22074958758685
f56746cc2900258507d2b32c126f8db090db856f,452.158349822219
1a4963b5fea8bb25c67750cdafbe84b01efad177,454.87386841307773
b520c940e62f4ed684417e7eacf00d85752060da,472.56119145054504
2e170cf2651ed448991af6fc5df15167733b2d8f,452.9831994271727
6efdd93a0ae289be6bb5a400bfc1deb077d75886,426.3519456218091
72ac2acc787d8cba0934cca3810ac091d792c8db,467.6265772551532
92a25eee14554806f081869cc9dac868fd1860fb,453.2471806446554
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,452.0989017353795
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,468.84643606103873
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,598.791059993788
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,441.9342708981341
1730807e4916c5f7e8ab21e02ac5657bcea3e732,530.4424013771667
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,459.8019769298321
1a46d99716282410d1170f0f35069b34e34415d4,473.392245532455
0467e022da4ef897f666bc76f31e1bc8976f7e92,519.1874839361685
993aca0d5eac6741117947c82a3647102096255e,439.9017763824976
94c96ade6ade21deb080bba6aad537fc4f195d47,448.17348821435957
36bb672077a46a3e4755cef90437a616d28bdf23,477.76930174143297
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,414.09347494876204
328ca19128d276eb4fbc309c54ec7f346c803d2f,655.1963784469201
27cdb62f0a2a5467efeb30aafbf246ed2320c532,483.23991884859134
c52cae37c3653620bbec72264c502f45ca2a8671,424.4405150631574
f9ef2695eb0986666093945894b8f2fee351bf22,504.7850211059242
2178c497293d0cab01ce74f5105b1a398fb12d8e,450.64498424694324
e21faa0c07406dde71ec02f266b19b314ba8b0e2,445.5091478524702
8a021391cdaac100dab56c59284bd50137a74129,517.6199279768487
12ee0df69325d97cb95404958c4acf4112aeab8a,498.49806725740564
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,426.36518926668043
66cf0f8b5af2466f9616fd15c0c10344df84982a,658.1287635723882
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,459.9031061107313
60edc5708acd60680891ea15379dd07c7a5924ff,434.32622242081493
b9f786712775e0d1d735398d710b01f404c985a3,416.7917626188215
564958997e204bda06fbe90afc4722805c78a855,480.3743678821259
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,445.23035548615394
527098f4ee3ceb5c393981930d23b8fe154f4db9,420.2598558493516
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,483.96331990881146
8296743fdd105ce9183561cf5b359b0a3781465e,472.31602222793305
a3b79e8c739832c77df2ba6bcdb23a7518155a33,507.47359281439265
6602c7f15a1fdd082265b64976448c6809df792d,521.9323817460165
31ae66f0fe024acae4490915c348e487f2367574,434.0205175100392
81901aa980653106e64863d957387d24e2c00af3,456.76980260247194
28e10d1bd0b6effe0edd503446ebda948ad240ad,427.7601675889043
53a7ee52a87f80241e2ca13c923e06b72bf3a059,507.663237468444
50be5f75fdaedae454b0c3d63b7277854bd08d8f,447.78714451094464
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,433.42931489184474
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,461.1411675181126
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,445.8853899849319
02681b5c893b94db204713cb4b20dde6fc3f2f95,438.07110636737946
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,432.9036385653431
829dd51f77f3ae74c2216de2d86139bd0a03367c,548.4441062700756
28c6829e69879bc1d34db1cd51b89562d3cc596b,451.44690453794357
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,460.2465457769001
96715a069fbcb2e84b26a01563921962ccc4601e,501.02159271209996
923538833160e8432636c88e8119378a43b3d766,437.6599769649473
aacb834258765a2959ee63c57d2be4923d11a696,433.5754240278243
c32e484025571dd94255a77f21de08ab8d2aaba8,488.87678107263196
d425deeec0a3c7006f14d732eff8933d5155067f,437.00209472226436
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,472.39323976577737
716a178e9a6f7791b820da77879943ac9040a547,506.60787173498295
430212cd8767ef2bff8cda0f61729203fef7523e,418.345282672494
e97d33221238e445688a0e984778d4ecac788be2,475.4232502967796
695c9481580951d830c4431fc6c9dee778ba9ca1,602.4115266155378
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,458.34315010393897
0411742cbb54fe1b6927b25f0bb52b885828c828,442.3842523756676
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,439.74182496843537
bc40729846bf209b06e2a9a890e01d4e6780f5b4,459.163100697967
e4e7a38b58319ad0a5cde4848622b21783c907e9,455.08217090193966
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,502.36312844916836
aec1b63c3f0c9554e533752d8fe138ca82101d4a,435.63433027357155
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,495.8964820330745
4b48d500ba4410546ce01f7f6d44bcbafa73994f,433.8030527575968
edf33c347c866d26872f540bcc1f6ae415f3294c,467.41638452491384
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,483.5909140864666
3a265ea6ebdc4eb2520db912adf5592f03b3d634,448.0033142566521
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,461.6188037866008
0ade5488fd62db34c11a369bdbb4327faacc1635,489.11175394662445
e418fbb77e6ff4103205f3b7f6a66d53183d809b,457.1335125995404
8ddbfe70cd41135cb6f125335a48d100789edbf7,431.5050553120454
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,460.57833162393234
1d3e406d0223d4cb0328850d689ba9fcadf62776,463.6851962759854
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,436.1467052707322
ecaf075653faf2dcdf946c0ce50629f5083347c0,449.4265876509269
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,444.94285678607014
d43894c5e83bb3a7e5000636295b0b050de19309,442.4423248588414
5b7877d12550dd35d27a02b66a13f2a27bce11ca,483.3880852813904
18f800ec03e33ebad5fb97aa8465dd3e5961337e,424.69542587492225
bb39cc6296f2c9da3963994899c5c34b50965720,467.9923216152166
76facda8958cbaf5dba09a4d35d3b4de7596a49d,416.11241055816157
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,519.0594534180535
e887be276bf553575b20ed1a0de8833d9cb7e247,563.1662641953752
cc8794762ffa592758b5117d67e0d02e2e8b9c49,560.04283868022
894d277c608610fa8c31db531f64582b9569b2e9,471.23665344312934
b2e029961aa0f20071b74708e0d97e6f200ec582,444.731421146959
12c7d85e168b09a0278df140a22bcb0052a59b0a,524.2988144502585
64c4892488a9c6281bdabf467a0b5a6382d248e6,513.1545297984414
944e790f6e64eccf6df361247858165f17dd7abb,515.3501265469125
ac112e94587e6e4249b7182329ee5a5040ae94ea,488.3802150791944
a58cf11e498228f9aaca92b0c49f955a6163fb59,474.14835412137325
e8c84701c041b7f3b39f3125a0449fa633589fbe,483.71658815230165
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,443.97488121865075
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,441.28283330477154
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,459.84579623547853
e64ad901853230e396be49311ea98121c348fac6,489.24318286988375
8532af19be3729ea233c1f29e4c015820fc7fb3a,457.10856110678543
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,429.197320988767
26853fd075fe27954772c3070997635b94f32b83,423.81687561738516
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,507.2159187469396
574ec310dee846f9ae8eb278480257d463f6fbcc,504.6323276040671
ebb32b8df4ff9b202ba904f310724ce230cb4305,454.78192394371877
8a46e35787225c3e7adef2b998ad9c93a952106b,475.7471787837702
b62bf908b504e8c6898777a7f5b88afed358caea,446.85756935409285
10d22971ca4f53fc62d02905809ff1c37fbb68fc,609.336242238901
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,464.2418490329611
cad47b624b484cb16291449cee30707a46c20199,463.4840539196372
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,618.3635971521833
bb6c0df09cb6663f142ce6da382b804353453af2,496.0269309817295
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,451.19324283557046
7bd0affe1bdd3681a0faecd80a3d48c023b986de,527.6842880423249
d76614020539405f481c0f5ffb9e6f88a0bf21b7,436.37728385582983
5ce2df96a99343819ead41bf242044177439696d,448.7494107774216
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,459.2675738151743
a9216c3fc0c0bf14cda0ca26a71c205458b74896,419.77801649268247
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,448.9111243679135
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,429.13988481998064
176b027cd932b17fcb6f119cfcef338a175062b8,415.0180536137309
41474f2dda61d97f38ba79906d3dbcce223d1bd1,425.5393483135171
421eb738f9e2ea73e5f4227c915762d6421102ac,470.7459951933731
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,454.2253499965948
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,496.29596353033907
134d96275e3893946c3a0e1d59f86b336fe64f6e,438.95794806212285
d4e97da32ccb6987ec074aa48c24ce949c05a78c,450.1845464469302
fa556e489987a0588e9a8edb5327e2bde1679670,473.8805175824525
95c1d266a2524560761df98b376c17604733a6ad,538.2086146063104
c11c4303d2632cde64105a35554ecb77a8564260,449.9829990201131
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,449.2434395375445
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,544.394453954409
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,446.0581530128924
580c34923cbde328e0aef1641dd02033fc862c04,459.9435297464429
156e1fb82056b0f6953c443446eb4dcceed7c03b,450.0106250804861
29d8bf198da9caa59047268faca60207da24d1b7,469.1400304314884
1b3f80a1cd9fff0408e96169fcaf006936b34fed,453.09896479455944
b5932043b62e0c58e16e2cc2c9d5489390e5c895,409.07530978900587
99092cc60948943c59d68d62ed81a75a03059113,473.8928396047108
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,444.2850792831355
dd69fca6f17420dc911016a79e70583ca7ea330d,436.57750252215766
d387995af060965fb9d18973f3dbf4904f071066,458.72176411234665
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,481.9952425513961
543674772357cf9d8a7a8e7dfb89384af80ec30e,444.96477678946655
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,428.79393598246446
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,499.704345290569
0736d379ea0962e316ce84cce8e883321be36abb,451.73386664444604
98cc842c547c69a0d27776e272fd8b61131b0b37,446.1998350367038
890b7696fa85ca2b3e90b3951efec2135e88d5cf,463.14381841966394
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,520.0928272555889
d84b48f7dc7a6e387e6e985525143589754c5b13,500.8400419453733
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,452.3904850784923
dc4fe9d4124d9278f58f6f999711116a3fe58be7,439.3030729480972
f6624d763619c0898b34dc02adf06f53a1721cd0,485.3243573150522
60b1c12559860e7ad966da4c4db5c78e17278fc0,475.3457057878103
a3f3dcb89101d86171f8bb4f4f57939717cf298a,440.5431855584194
4f365503582b97ea96462d0d36895a5e7f5926df,438.68332448290613
c80869804effb21d50cc8fff3f4c27ba5521240c,500.31155908414627
d0f351638d60e84b890a498d69c9a7961cdcdf36,513.4023115033277
48e8ec135997ff3676648d5c144c3c7150a7bbb1,445.0828982870488
45484014aefd10ea3e4b08fb93e66c251709cca6,433.87567558424826
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,473.30088606722757
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,442.8671964994253
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,538.3676885361235
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,434.91788445850096
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,649.8405011991341
c83c66733c5bd90a59996e473bb69e44f6522976,435.8128489448494
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,455.4828939642483
4c373daf5547a6292c4905696c148ec83f95f083,603.2427557481
4549620b5459bb28990580f4ca0b4c2adc5b1a68,504.2891163481117
87f89c855f377c5b100ad2986cc6569e31d94a98,464.4145714424854
d0d8601aab147c191ae37365a930c1ed3eb0414b,449.6598155590189
9a25537903e8e7eab1dfb357903d241e24e86fb8,432.7212213626794
eaecf3dd32668664e1dcc2d6c7a69042824806a6,453.60579346900664
d19fa85793fcb8ae3126d10592c9c57d3b32971f,486.8075411241491
c59b370d3aa06b68878c836bceac844953d74972,561.2939952880392
5a6d397150d1a9e9c82e120f92d1e782da34bddb,427.5418113929764
b2128312e70fdb830091aecb6b27d82617e2e226,443.44673561893785
8257941af168c0cc15f28bd596fd922352dae732,444.9260293114308
854ce153823802674f35bbe1ec010b12e9b3a56f,437.1785922585216
27f1db4e266b154f6f7fbef9c225fab472652a7b,412.0400003672198
11b90bed4a05d11169f308370faf81d6e9ca2c4f,415.9310735744175
5c55b7aeae6cb75ec715b4629812175239e45c15,409.41051893629805
1391c7de937e0fea2ad23ebb111e513bf2aca2af,548.717979205295
e9488c35627294cd8f5a809c0667aef7a3f0d465,441.4348528209997
39c22d725a24b290af887b25175ae0a8d560db4b,434.1231588809182
e001e1d73163c327a4d800697b1b36cd6921f60d,484.05595786710313
b83424ca8973e4b2eebf6eb9e26e842999432d22,432.17812536558756
202da3f471204ad489ebf0c3856437337534112d,400.0363795403914
912d751c54b46c860c5ba61666fc6fc59ca2689d,416.82756392383135
8376d681a277c58f06ab633a06eaa66391126246,487.1391092829221
e114f7b197069bde8e158a0dbeaa022dd0c4e280,452.071577793327
fa84edf183bd459ea9394d77bdc191683a75ff66,517.3725234531805
76190ff09a736ff83169394b770699b2709c5a27,459.7573565549201
515db15df8581ae72bb8e8358833016adee74e02,466.148702338451
e2a05053c19e6fba60d0e582e6c7f371728a7106,418.3852977347997
66c14322296ac259374ec98c5c3bb2bd67ba25e9,465.18968225833913
2378556841bc8d5746f2b94d6adefc2db20f9518,621.4633810959348
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,473.52229568269684
796d558152d241567f8a72b535a5e36fe78886f3,445.60423066506183
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,458.78446556449137
3c748fc7a94edb7ac1484373751ffa8574a3281d,442.71944107072864
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,449.8038824806748
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,477.4824190916453
10a1e8808e744c619376bff659f859cd71e8c41d,441.4985328106028
fc959dafc37dde3f173f083486d84ce5c817443f,423.6760158758095
6979d91c0a1903a336c640e14eed100821a0e24d,518.4159440802533
d4e37c4c1235ce014392f6c8ba0436f195b9e459,476.85449471086326
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,650.9615481950927
565a955a60c6073157aa869c0351c626a7171ef3,516.0328072466042
5697c01ee87a008056ebc0993a1028b41a26d251,508.7764190641066
99be797e423b5ae08fe342ea772738f71975df47,522.7983321033469
b579ea83f2d6c15b2c717d16a89827d65f39904b,471.2106465137443
e9373b5c22567bec508f2fa2580e4dc3ff687caa,652.6032142498453
a465af361b68bd536dd8bf61d522b9b21755ab60,421.477809028582
c8feec2a94d996d03534ce935dec7a034667f107,624.2878543977923
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,472.28228378236935
f4f7888cfe88b7a3b0f3d94749921976353ae82c,438.21677836982855
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,436.7107226542124
2e466f15ac7b80870736fac2d0cf4bd7f362e852,461.0359706544529
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,465.9031713715109
fc83a5c665f70f39b4c7d326118cbf21a898e660,631.762719057353
c26fbd904781a4f6c37a8f8969778f687c6c1424,476.05221306032996
ced4913c2220be57c54bc9f87bb4f441d5976671,465.10002997347635
880ade460a231d722e8bb0e4d17f3c8f77663d37,468.81775155702945
7c869f5b89ddf3130c87011b6508ee59e32682c5,437.3535393765261
9027f65d4e576928ca59690c280050c53d66506a,606.4632198597791
09eb415bcb9842d207139c8bddf32427a134d51e,620.6481893197516
f8224c83e27f4921df62876f7ff660b1dab3d974,485.2242917665023
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,425.4286662084031
dfec3182aec0997207e0845b072498065ec89aac,670.8398039160581
d653549f6d0ba70e2113b2cc56e9a83e331d2462,498.24155107657157
e95674df974af80342f676ca9e3540aecec2b8dc,469.1182607632421
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,452.36202670997113
2b7b15015ab18dc51893827c7e3f01d931a70410,460.87939921978096
22d86e8b43a9412df86ec15ac231b9919e3ec905,421.30794882575725
1c61035799f6afe7f44c1fb68567d7a8945c3943,674.316845967566
d5ed4b8732b0d7127a64f7e71137d321c56cc198,428.5525280140553
63edbbe59337f861a710bee4fe8a691d231f23da,453.04613389406114
f62bf9257782d839d38f84376b79611ed0de655d,468.7274864705847
cf14952b5b09ad1a9497769e3a08da2fd74c6102,468.0256179831188
21b8ef230efbfca6b5f15b36a3243d76ed390967,430.1490121325403
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,444.80813440354314
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,452.30000038649257
3de3c134579726fe4606b7a05f82ce19f00adb09,534.1335613006855
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,451.7248745300255
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,448.30258681972344
520c60d32fd2af8be76abd332859b36d8ae45900,406.3561454822496
6cb6e2310b52c2898e500f81bea938446592568b,442.0374947883727
0193b535914e1c5a445bede11a408bf1709cd3cb,470.4171089845882
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,487.7895087815225
c512a461034cd90a9c5f1a32332b748041cfeba3,470.7745086896176
6f77bbe0fc418131d06d15f50b30073eae680dbb,523.1771364494173
9b378e3937af8e97d4753cdf0c8917306354aaaf,427.0246223862831
1c92f54a5fe563622a0e23cf116461a7e147efd8,474.32710337074866
90facc45f7578775e3278aa0bd4fb59dad4d37c1,421.7615707241773
563bd02a1204c85e79026a020ba5af29bce95c12,467.3366427350944
c8062c4cc7e023996bd37b87295f5a2957ddb172,465.2820724618361
ea7cc5987f9cc7f756d501961f64fa5769013823,425.6206689936222
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,482.9599104736397
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,535.2915752354658
1b61f7e184c7040ae4cea725153965e1f7f75308,469.31628366588586
aea68e00d370c2a0cfd02bf868824dec427bf23a,448.86139544377994
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,486.5412196498785
95a9c65324583892b2d1a0c1c5163488f92d4a6d,449.90954686098246
5b7e7632cf766876026d0da6aa7c6df77bc13438,431.3842720579799
a3be14b06b7aef01331da18e7a1678222b563151,456.4605697410588
92b8965cf3fb76d11e5061f26e577c23d212b9c5,596.75344354359
96fd0462597b8cf21b1e918c1947106cd8359e5d,448.8690081600311
5c1cef937c40bf8c30c119160bedde7ef679454e,524.8144856922136
27dce80bee1eadbcd82bc7d09adb063e116870f6,427.3732110474697
271a7e5b703fc3f29f6669415048a760e6355c5b,490.483040055879
e39fbeab552a4b6492346d821d095c3a0d691555,417.61984404158835
93694c58636eabfe86550e734efb3775ba4d739f,458.8113742731313
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,670.3397719100044
6c05e70130682975c1485a862b6e08b895650671,489.2509257820014
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,411.3212824132129
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,433.49409732854207
283df09083d3c7bec2590f22355c7ba32ec88623,438.7562729006478
40b96e97dc29dfc990656e30c1038e846b6c8ff2,464.14012520396193
ff362d0a648559b9146fb97ee248eb423c3d6a50,434.57218429598345
717ae2ab18e7ba03c4f3af66500ece6580b29b71,443.2473468743198
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,470.9478704486886
23131f453efc29c2af9553d307692c60a3add1ae,579.7611470935817
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,529.5085022244266
941646a7d24ee2837d7de90ff0a736bb8f61d68c,430.2601748165517
cd705413010e6e74f3b90ee78dbbd8b767488f0c,413.9674832167015
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,447.851312798745
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,502.2291056313318
72882a9cffe151d94be90e02ce3967a91b628099,450.21530873783155
cf62916c9829bd3ad05104151eee856d6de7ca1c,474.80169100125727
6b8f4241357e65c0491cc0ef96396f811574134c,445.2943068037884
298806ed4313157d412e860ac3ea8833d6ca6970,436.8830732222524
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,415.0180536137309
4485f973590cff61be5ec78cb3032d5fdf25b809,433.5759606348822
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,412.67590705684086
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,448.2467462548348
8288badec4740382dbf7c33e4095cd4db0021bf7,466.8618254692076
5e139289eb167622f915eea3d1d6e49d15d1c873,570.1271108665674
fc050b2c8fa3446890fe1418332352177dd34506,453.14786843189245
8f309746992f374b4c2ea88f171233a9469ba649,493.39004378631824
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,465.98177744761256
145b6344526f9df32f4046c8227282477c51d69f,541.2481002489031
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,492.1309110657511
b23775f4cd460ba687d77b058f2bc46381a0fbfe,475.7934225831782
