NU_INSCRICAO;NU_IDADE;TP_ANO_CONCLUIU;IN_TREINEIRO;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DISLEXIA;IN_DISCALCULIA;IN_SABATISTA;IN_GESTANTE;IN_IDOSO;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_LINGUA;NU_NOTA_MT;TP_SEXO_M;CO_PROVA_MT_1;CO_PROVA_MT_2;CO_PROVA_MT_3;CO_PROVA_MT_4;CO_PROVA_MT_5;CO_PROVA_MT_6;CO_PROVA_MT_7;CO_PROVA_MT_8;Q001_B;Q001_C;Q001_D;Q001_E;Q001_F;Q001_G;Q001_H;Q002_B;Q002_C;Q002_D;Q002_E;Q002_F;Q002_G;Q002_H;Q006_B;Q006_C;Q006_D;Q006_E;Q006_F;Q006_G;Q006_H;Q006_I;Q006_J;Q006_K;Q006_L;Q006_M;Q006_N;Q006_O;Q006_P;Q006_Q;Q024_B;Q024_C;Q024_D;Q024_E;Q025_B;Q026_B;Q026_C;Q047_B;Q047_C;Q047_D;Q047_E;CO_UF_RESIDENCIA_12;CO_UF_RESIDENCIA_13;CO_UF_RESIDENCIA_14;CO_UF_RESIDENCIA_15;CO_UF_RESIDENCIA_16;CO_UF_RESIDENCIA_17;CO_UF_RESIDENCIA_21;CO_UF_RESIDENCIA_22;CO_UF_RESIDENCIA_23;CO_UF_RESIDENCIA_24;CO_UF_RESIDENCIA_25;CO_UF_RESIDENCIA_26;CO_UF_RESIDENCIA_27;CO_UF_RESIDENCIA_28;CO_UF_RESIDENCIA_29;CO_UF_RESIDENCIA_31;CO_UF_RESIDENCIA_32;CO_UF_RESIDENCIA_33;CO_UF_RESIDENCIA_35;CO_UF_RESIDENCIA_41;CO_UF_RESIDENCIA_42;CO_UF_RESIDENCIA_43;CO_UF_RESIDENCIA_50;CO_UF_RESIDENCIA_51;CO_UF_RESIDENCIA_52;CO_UF_RESIDENCIA_53;TP_COR_RACA_1;TP_COR_RACA_2;TP_COR_RACA_3;TP_COR_RACA_4;TP_COR_RACA_5;TP_NACIONALIDADE_1;TP_NACIONALIDADE_2;TP_NACIONALIDADE_3;TP_NACIONALIDADE_4;TP_ST_CONCLUSAO_2;TP_ST_CONCLUSAO_3;TP_ST_CONCLUSAO_4;TP_ESCOLA_2;TP_ESCOLA_3;TP_ESCOLA_4
6118b53a6c928609d5ec78f7b6ae463ee3f766e3;16;0;1;0;0;0;0;0;0;0;0;1;1;1;0;480.4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
036bce628d802e0da1fc727057dd40e979a03ac3;24;0;0;0;0;0;0;0;0;0;0;1;1;1;1;402.4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
e2550a9dbfe4dfa31af61ab8cbdd08de283fd7ba;20;1;0;0;0;0;0;0;0;0;0;1;1;1;1;475.8;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
bedf9d4bf2c29669d24ef9ed9fa4bb6b8a2b574b;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;518.0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
2600ee9cbb63e8dc65423f18d2f33c8ad198edfe;18;1;0;0;0;0;0;0;0;0;0;1;1;1;1;475.3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
9f1f0f639f56faed5cdb4db727692f9a49f7818b;19;0;0;0;0;0;0;0;0;0;0;1;1;1;0;430.8;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
45837167deb9a4e1969d5d9bdb31e8bfe7c94017;19;0;0;0;0;0;0;0;0;0;0;1;1;1;0;377.3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
e1268d2857278d8ec8055524bc29cc16b5c4174f;21;4;0;0;0;0;0;0;0;0;0;1;1;1;1;467.3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
b6b8661c6a0867a13e83b584a0468d5e05804128;21;2;0;0;0;0;0;0;0;0;0;1;1;1;1;553.9;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
3982766156703660bd7c9662b663d250a68f2734;17;0;0;0;0;0;0;0;0;0;0;1;1;1;0;394.0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
b82b9c8e6d995692aedfad5a31c0c14cfcf108f1;19;0;0;0;0;0;0;0;0;0;0;1;1;1;1;415.5;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
3b096a7385fbcd24adb5e622db6ec33ad81b711c;17;0;0;0;0;0;0;0;0;0;0;1;1;1;1;427.3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0
ab01ff1e35bb088cda3ccb34ee11e718cf49961c;24;6;0;0;0;0;0;0;0;0;0;1;1;1;0;508.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
91720b5fe48f70c5f4b21231f265badbb7965923;17;0;0;0;0;0;0;0;0;0;0;1;1;1;1;563.6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
3f910c1717d215698a89b7774fae6aae9ce80a9b;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;383.2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
160449496c59d74d6efaed45b00fd1802d7b8fe0;15;0;1;0;0;0;0;0;0;0;0;1;1;1;1;470.0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
5c90f15a173eb63ffaff1dda01bb41959cea8ade;18;1;0;0;0;0;0;0;0;0;0;1;1;1;1;435.4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
642546ecc2ac60f7533a50e51b3ced50d438fa2a;24;8;0;0;0;0;0;0;0;0;0;1;1;1;1;373.9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
bcca1cc0d5b3005d943cd206eb899d1b0470d118;17;1;0;0;0;0;0;0;0;0;0;1;1;1;0;542.4;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
80657dbe741b33c3b8aa6627ff05d721fc473535;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;405.7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
c9fe095eda5d50f8fd64a9066f0c5cfc66b742d3;18;0;0;0;0;0;0;0;0;0;0;1;1;1;0;555.6;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
ce018e1ed8c91f329f952c59abec1059d15544fc;16;0;1;0;0;0;0;0;0;0;0;1;1;1;0;539.7;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0
15fb3ba785590aea2be363ee1b189f1e0c38d168;16;0;1;0;0;0;0;0;0;0;0;1;1;1;1;390.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
36c49582ac87ab0169f57407a7030d012e19db0f;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;423.5;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
272b3de95fdc0983aa22bd9cffa178a3a362ae43;19;1;0;0;0;0;0;0;0;0;0;1;1;1;1;471.1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
0a90fb44346e04615bc4879b2769751e65740f7e;21;3;0;0;0;0;0;0;0;0;0;1;1;1;1;354.6;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
45baf0018e09111593b980febba5122c6045203b;19;0;0;0;0;0;0;0;0;0;0;1;1;1;0;345.7;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1495c703543bb33d4b2a3a38075e9102541d872d;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;443.8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
99b9a595ef66afd906ff6cc1924b8aec91d569ac;18;1;0;0;0;0;0;0;0;0;0;1;1;1;0;629.3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
89b718d7a23461843c46a4e7e3b44bda0b0152bf;21;2;0;0;0;0;0;0;0;0;0;1;1;1;1;393.6;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2811fcc8205f513d44f523a753e74e6cc593a4f9;18;0;0;0;0;0;0;0;0;0;0;1;1;1;1;708.5;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
9061a9d12293f7a706455370a3c7db1093a86775;20;1;0;0;0;0;0;0;0;0;0;1;1;1;1;371.8;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
74106591d629e3d8bae3a811a6340f7e31f56ff0;19;0;0;0;0;0;0;0;0;0;0;1;1;1;1;378.7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
2c28ebcabc43052f3029141fa6bec9bdef65dae6;18;1;0;0;0;0;0;0;0;0;0;1;1;1;0;468.5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
b7c29a61f67a7b11a811dd41db7f6cc18cee1082;19;1;0;0;0;0;0;0;0;0;0;1;1;1;0;728.3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
546520198f2a8f443f61687181896c7a91614265;17;0;0;0;0;0;0;0;0;0;0;1;1;1;1;434.2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0
00fad6ffd37a5fcd02b67623b5141406caf0ffc0;16;0;1;0;0;0;0;0;0;0;0;1;1;1;1;414.1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
